,SongName,ArtistName,id,cluster
284,Oprah's Bank Account (Lil Yachty & DaBaby feat. Drake),"Lil Yachty, DaBaby, Drake",0LEFmgIj8ABU7CelzGh5Bs,0
285,El Clavo,Prince Royce,0LKErfBZ5FbBiLB4OcZRbL,0
286,Whatever,"Kygo, Ava Max",0LMwmV37RCmBO2so0szAFs,0
287,MALA (feat. Anuel AA),"6ix9ine, Anuel AA",0LQ1J0BCzA2qnAgp9MkkNE,0
288,Permission to Dance,BTS,0LThjFY2iTtNdd4wviwVV2,0
289,Cardigan,Don Toliver,0Li1OuXXfi7950ilZUFGkF,2
290,the boy is mine,Ariana Grande,0Lmbke3KNVFXtoH2mMSHCw,0
291,Dua Lipa,Jack Harlow,0LnS7aOdOdI1dNKZqdOLz4,2
292,MALDITA POBREZA,Bad Bunny,0Lsis3LB0XAK6XlTHXaJk2,0
293,"City Of Stars - From ""La La Land"" Soundtrack","Ryan Gosling, Emma Stone",0LtVx5vsq9nfpGsWgjUin6,2
294,Homicide,"Logic, Eminem",0Lw6aQcBFWTQ9m4MSwwwes,1
295,Quiero Repetir,"Ozuna, J Balvin",0MIcPSq9n2z5H8TAfEstri,0
296,M' Manc (con Geolier & Sfera Ebbasta),"Shablo, Geolier, Sfera Ebbasta",0MLu1cFYL4ikdRTdasCQT9,0
297,"jealousy, jealousy",Olivia Rodrigo,0MMyJUC3WNnFS1lit5pTjk,0
298,Kiss My (Uh Oh),"Anne-Marie, Little Mix",0MWiSBKm8Avs8iDIxcertp,0
299,Borrowed Love (feat. Swae Lee & WizKid),"Metro Boomin, Swae Lee, Wizkid",0McI9sOmkpfd4E72njtU0G,1
300,Sugar Wraith,Post Malone,0MrRAUcB8AZiB9ue2VOBYe,1
301,Amen (feat. Teezo Touchdown),"Drake, Teezo Touchdown",0Mrnt1YqVuW2bqmwu4VxDt,2
302,Beach House,The Chainsmokers,0N8MGHEDAq29ip7RrlrTeN,0
303,Love Lost,"Mac Miller, The Temper Trap",0N9C80kcgL0xXGduKnYKWi,2
304,Malvadão 3,"Xamã, Gustah, Neo Beats, Bagua Records",0NBgyml7T0IvUNbXIkcSpH,2
305,Freaky,Tory Lanez,0NJp8GyCOWnQh71xKSPfuV,0
306,Marisola - Remix,"Cris Mj, Duki, Nicki Nicole, Standly, Stars Music Chile",0NO2zL0kw8sGGnaMvHKAZF,1
307,The Moment I Knew (Taylor's Version),Taylor Swift,0NRHj8hDwwmSPaA41o379r,1
308,Bitch Better Have My Money,Rihanna,0NTMtAO2BV4tnGvw9EgBVq,0
309,Unholy (feat. Kim Petras),"Sam Smith, Kim Petras",0NZPBYD5qbEWRs3PrGiRkT,2
310,Now Or Never,Halsey,0Nhu3zSYbEz32IYiobV75e,0
311,Mama,"Jonas Blue, William Singe",0NiXXAI876aGImAd6rTj8w,0
312,La ragazza con il cuore di latta,Irama,0NmyHZZMfVBiUSOfDmz9Bf,1
313,Better Than Revenge (Taylor's Version),Taylor Swift,0NwGC0v03ysCYINtg6ns58,1
314,EL AMOR DE SU VIDA,"Grupo Frontera, Grupo Firme",0O3U5iwTbiXCREMkvotJuN,2
315,I Like You (A Happier Song) (with Doja Cat),"Post Malone, Doja Cat",0O6u0VJ46W86TxN9wgyqDj,0
316,DELRESTO (ECHOES) (feat. Beyoncé),"Travis Scott, Beyoncé",0OEe83mMZ5kaNw5uZQ7ilG,1
317,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)","mgk, X Ambassadors, Bebe Rexha",0OI7AFifLSoGzpb8bdBLLV,0
318,Remind Me,Eminem,0OMt4Qyetdbw2eUEvKBdHH,1
319,"Royalty (feat. Ky-Mani Marley, Stefflon Don & Vybz Kartel)","XXXTENTACION, Ky-Mani Marley, Stefflon Don, Vybz Kartel",0OTBOHjEaoqroFlfut1ZsH,0
320,ULTRA SOLO,"Polimá Westcoast, Pailita",0OTNHGKcqQbk51bOYe462Y,1
321,Don't Get Too High,Bryson Tiller,0OVhQZkNe7lh0fQeH96EFW,0
322,Marry Me,Thomas Rhett,0OWZFobGSIW9GrSlQ9C5pc,0
323,The Take (feat. Chris Brown),"Tory Lanez, Chris Brown",0Odu228D0yGcFySGuxU4rY,1
324,Drew Barrymore,Bryce Vine,0OgGn1ofaj55l2PcihQQGV,0
325,So Far Away (feat. Jamie Scott & Romy Dya),"Martin Garrix, David Guetta, Jamie Scott, Romy Dya",0OlnLZY4cmQzT6ZGttvWBM,0
326,Lock On Me (with Travis Scott & Future),"Metro Boomin, Travis Scott, Future",0OoNzMdPSgbkM5MkcuEZfm,0
327,Doin' Time,Lana Del Rey,0Oqc0kKFsQ6MhFOLBNZIGX,0
328,Alarm,Anne-Marie,0OwX5aROoW1Iip8FV51Efg,0
329,Righteous,Juice WRLD,0OyQns5ayNK2OVaES0Vb8t,1
330,The Weekend - Funk Wav Remix,"SZA, Calvin Harris, Funk Wav",0P6AWOA4LG1XOctzaVu5tt,2
331,Thinkin’ Bout Me,Morgan Wallen,0PAcdVzhPO4gq1Iym9ESnK,0
332,Coco Chanel,"Eladio Carrion, Bad Bunny",0PB0O24JqAuNdOAFVJljMS,2
333,PILLOWTALK,ZAYN,0PDUDa38GO8lMxLCRc4lL1,0
334,Please Me,"Cardi B, Bruno Mars",0PG9fbaaHFHfre2gUVo7AN,0
335,Down Hill,Drake,0PKpNkxX3FkcfgxCQUXXds,1
336,Diamonds (with Normani),"Megan Thee Stallion, Normani",0PQsrLxPbOBBwwmXCnGvcF,0
337,Radio,Lana Del Rey,0PZ04XgQ14FmKZBg3Gxlhr,0
338,Project Dreams,"Marshmello, Roddy Ricch",0PowxVSTY2uh1CPc8EPKyX,2
339,tolerate it,Taylor Swift,0PurA4JVJ8YQgSVopY8fn6,1
340,For The Night (feat. Lil Baby & DaBaby),"Pop Smoke, Lil Baby, DaBaby",0PvFJmanyNQMseIFrU708S,0
341,2/Catorce,"Rauw Alejandro, Mr. Naisgai",0PwFN7vRvY80Hnkoew2x3f,0
342,Once an Addict - Interlude,J. Cole,0Px86mRlxdB3YqpK6KXWlr,0
343,GOODMORNINGTOKYO!,TOKYO’S REVENGE,0Q2n5yzl2XRqYbV77tZNYp,2
344,LOVE DIVE,IVE,0Q5VnK2DYzRyfqQRJuUtvi,0
345,Bam Bam (feat. Ed Sheeran),"Camila Cabello, Ed Sheeran",0QBzMgT7NIeoCYy3sJCof1,0
346,Made You Look,Meghan Trainor,0QHEIqNKsMoOY5urbzN48u,2
347,Wake Up in the Sky,"Gucci Mane, Bruno Mars, Kodak Black",0QIjsbm2fh1cJ45XO9eGqq,0
348,SNAP,Rosa Linn,0QPRDC97rIQB3Jh3hrVJoH,0
349,REINA,"Mora, SAIKO",0QRHOAeU8JRaVVn3UoZBih,0
350,El Préstamo,Maluma,0QS5rZpm5zN9wV9lJgjyUE,0
351,No Sleep Leak,Lil Uzi Vert,0QV16pno66L6K3fn4W13b7,0
352,Mds,"Kawe, Mc Lele JP, Original Quality",0QglpM23kl9ldvVdoYNZwF,2
353,What About Us,P!nk,0Qh38w01QRXK6KHIv0e3hb,1
354,Selfish,Justin Timberlake,0QosomGFiJYOxj2ViZfqng,1
355,Don't Let Me Down,"The Chainsmokers, Daya",0QsvXIfqM0zZoerQfsI9lm,0
356,Burn,Juice WRLD,0QwKxajohg1rAMMmv1AWe1,0
357,Jonestown (Interlude),Post Malone,0R6Jlsq25eZB3Wftpxi3oF,2
358,La Diabla,Xavi,0R6NfOiLzLj4O5VbYSJAjf,0
359,We Cry Together,"Kendrick Lamar, Taylour Paige",0RAvy97QRPzO2AfK5Dw6j3,3
360,Perreo en La Luna,"Rich Music LTD, Sech, Dalex, Justin Quiles, Lenny Tavárez, Feid",0RDgqtvOHLwcI6yz9bjsZV,0
361,Si Tu Novio Te Deja Sola,"J Balvin, Bad Bunny",0RFFFGtPn6a58RHY3ccVYX,1
362,F.N,Lil Tjay,0RLLvYBopDwooCyvnTwgYu,1
363,Sasuke,Lil Uzi Vert,0ROE31C8Wu4neZoR9stM9e,1
364,Auf & Ab,Montez,0RSZ8EmUPEN3ySfCgytPke,2
365,Dreamer,Axwell /\ Ingrosso,0RTzJVkunbGwuRjXDFHnjf,1
366,Alien,"Sabrina Carpenter, Jonas Blue",0RUTnY2B3s05fZuCHsNaUP,0
367,masquerade,siouxxie sixxsta,0RYHqnmtNRfbYxP6Dn8Vse,2
368,Marmalade (feat. Lil Yachty),"Macklemore, Lil Yachty",0RYXEibxMami3QuT8kn4Iz,1
369,Hurricane,Kanye West,0RbW8kWozrVSIGb4V13o0o,1
370,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",0RiRZpuVRbi7oqRdSMwhQY,2
371,A Million Dreams,"Ziv Zaifman, Hugh Jackman, Michelle Williams",0RoA7ObU6phWpqhlC9zH4Z,1
372,Paradise,Bazzi,0Rx0DJI556Ix5gBny6EWmn,2
373,boyfriend (with Social House),"Ariana Grande, Social House",0Ryd8975WihbObpp5cPW1t,0
374,Enchule,Rauw Alejandro,0S9ZVNTNRzLMgb96tmmG1u,0
375,Bombonzinho - Ao Vivo,"Israel & Rodolffo, Ana Castela",0SCMVUZ21uYYB8cc0ScfbV,2
376,Somebody’s Problem,Morgan Wallen,0SErdEdRcVX1uJCf1eTGYH,2
377,Bounce Back,Big Sean,0SGkqnVQo9KPytSri1H6cF,1
378,Sober,Demi Lovato,0STK94RxUulYqWzwFlyAb5,0
379,That’s How You Feel,Drake,0SVsEdvot6vU4byv5yW0oj,2
380,Bella - Remix,"Wolfine, Maluma",0SaYeGhSXN0dDWstyNTQ56,0
381,Racks on Racks,Lil Pump,0SfG57HqtBNqKN9O27fo1s,2
382,PLAYA DEL INGLÉS,"Quevedo, Myke Towers",0Sfn2TYbpQtCGMBf6C0Y6T,1
383,Favorito,Camilo,0Snbzbd74RLfL0i4nn1vU5,0
384,Pope Is a Rockstar,SALES,0So2sgVa8aJiARPl2P29u2,0
385,Yo Perreo Sola,Bad Bunny,0SqqAgdovOE24BzxIClpjw,0
386,Give Me Love,Ed Sheeran,0SuG9kyzGRpDqrCWtgD6Lq,3
387,Wait (feat. A Boogie Wit da Hoodie),"Maroon 5, A Boogie Wit da Hoodie",0SvxydoxEEkXt9aMAqTfpB,0
388,Tú Foto,Ozuna,0Szp49tpFasIjX04Mcsydp,0
389,Normal,Feid,0T2pB7P1VdXPhLdQZ488uH,2
390,Until I Found You,Stephen Sanchez,0T5iIrXA4p5GsubkhuBIKV,0
391,One Minute (feat. Kanye West & Travis Barker),"XXXTENTACION, Kanye West, Travis Barker",0T6RSXxFhW8dRTWHI604ld,0
392,Guatemala - From Swaecation,"Rae Sremmurd, Swae Lee, Slim Jxmmi",0TCnOEVeLQMXOUrpPlM7uY,1
393,Pineapple (feat. Gucci Mane & Quavo),"Ty Dolla $ign, Gucci Mane, Quavo",0TFVOjSvPTjFHkiZZekK5k,0
394,Señorita,"Shawn Mendes, Camila Cabello",0TK2YIli7K1leLovkQiNik,0
395,Husn,Anuv Jain,0TL0LFcwIBF5eX7arDIKxY,0
396,What Am I,Why Don't We,0TMGV2zMZXOILVtQLtkI3G,0
397,Mamichula - con Nicki Nicole,"Trueno, Nicki Nicole, Bizarrap, Taiu, TATOOL",0TUW9faHNaBmi89wsYGp9y,0
398,Over Your Head,"Future, Lil Uzi Vert",0Tcw8w9pvPrZoORgxsNASW,0
399,Nonstop,Drake,0TlLq3lA83rQOYtrqBqSct,1
400,Know Your Worth,"Khalid, Disclosure",0TrPqhAMoaKUFLR7iYDokf,0
401,Bad Blood,Taylor Swift,0TvQLMecTE8utzoNmvXRbK,0
402,Sharks,Imagine Dragons,0TyUOnU4H4GLqOcrH0auc8,0
403,When You're Gone,Shawn Mendes,0U1W2LZVUX7qTm7dDpqxh6,0
404,Golden Trunks,Arctic Monkeys,0U6Vg6RUmzADUO0Y9fVKft,0
405,Instagram,"Dimitri Vegas & Like Mike, David Guetta, Daddy Yankee, Afro Bros, NATTI NATASHA, Dimitri Vegas, Like Mike",0U6bQIAh6MCGo1xjbIIx2S,0
406,"Gol Bolinha, Gol Quadrado 2","Mc Pedrinho, DJ 900",0U9CZWq6umZsN432nh3WWT,2
407,SKRR,"KALIM, Ufo361",0U9dP3BUlAgq9KkJXOijBH,2
408,Cover Me In Sunshine,"P!nk, Willow Sage Hart",0UKUfxIkDAMZz7hMdiVX3m,2
409,F.N,Lil Tjay,0UPBidRYcgJ2mjZlk08V8x,1
410,La Boca,"Mau y Ricky, Camilo",0UQwlF2pRkr1lMN6kNNUj3,0
411,Light,"Big Sean, Jeremih",0URaKGzNTtzKRtsJN1RkA9,0
412,Perfectly Wrong,Shawn Mendes,0UTHr20nqVFMoji8xYE9yl,0
413,range brothers (with Kendrick Lamar),"Baby Keem, Kendrick Lamar",0UTyLmkQgPOEIz95OVAJTR,3
414,Ya No Somos Ni Seremos,Christian Nodal,0UXlu64mDLvfzR8IXMz06J,0
415,Ch y la Pizza,"Fuerza Regida, Natanael Cano",0UbesRsX2TtiCeamOIVEkp,2
416,Shooting Stars,Bag Raiders,0UeYCHOETPfai02uskjJ3x,1
417,The Race,Tay-K,0UioblV1x795s55Ur58c6c,2
418,In Your Eyes (with Doja Cat) - Remix,"The Weeknd, Doja Cat",0UnTaVkntyh3vqvLEvbpQx,1
419,Paul - Skit,Paul Rosenberg,0Uv5Kp8sEnriJjkX4oLfNI,2
420,El Apagón,Bad Bunny,0UvZcEfpzVyx47QsRbjyBz,0
421,Stay Gold,BTS,0UwQTbq7ZtBJ7v530mpaxP,1
422,SLOW DANCING IN THE DARK,Joji,0UyljEbX9dqI1K0sqdv6B6,0
423,Anti-Hero,Taylor Swift,0V3wPSX9ygBnCm8psDIegu,0
424,Summer Air,ItaloBrothers,0V9cosR5jWa4fr2koARmhD,0
425,The Explanation,XXXTENTACION,0VJYhKhrHgJ7fgjGaC2k07,2
426,La player (Bandolera),Zion & Lennox,0VKkyBKCXyR99navhVRqcP,1
427,Moth To A Flame (with The Weeknd),"Swedish House Mafia, The Weeknd",0VO8gYVDSwM1Qdd2GsMoYK,1
428,Pop Out (feat. Nardo Wick),"Lil Baby, Nardo Wick",0VOMBffX1llDu37yQUt3u3,0
429,Dancing With The Devil,Demi Lovato,0VQ3GSPdl4njPOr3lyaoaD,1
430,Those Kinda Nights (feat. Ed Sheeran),"Eminem, Ed Sheeran",0VSzREd1OjEWJ9tXoFHRQH,0
431,Walk Em Down (feat. Roddy Ricch),"NLE Choppa, Roddy Ricch",0VTfHLWzaUUb2Lbw84xOdX,0
432,Travesuras - Remix,"Nio Garcia, Casper Magico, Ozuna, Wisin & Yandel, Myke Towers, Flow La Movie",0VWLId2RwPCno9s1cJm2Vy,3
433,Mask Off,Future,0VgkVdmE4gld66l8iyGjgx,0
434,Can I Be Him,James Arthur,0VhgEqMTNZwYL1ARDLLNCX,1
435,Blinding Lights,The Weeknd,0VjIjW4GlUZAMYd2vXMi3b,0
436,Zu Ende,"Samra, ELIF",0Vl4eICpXMjtiK0RhdaWov,0
437,Best Part of Me (feat. YEBBA),"Ed Sheeran, Yebba",0VsGaRXR5WAzpu51unJTis,1
438,GUMMO,6ix9ine,0VtxQUpwnkeedz0QhhuOgA,2
439,Stop The Rain,Ed Sheeran,0VuDtcT7H4CAljLZEH021x,0
440,You & Me (Coachella ver.),JENNIE,0Vz146N2GxkVJw4kSGXrNi,0
441,Get Into It (Yuh),Doja Cat,0W6I02J9xcqK8MtSeosEXb,2
442,History,Olivia Holt,0WCEaydwN65cvwaW8aqptF,0
443,LADY GAGA,"Peso Pluma, Gabito Ballesteros, Junior H",0WCxpmafw3tOlUmiilGbsy,0
444,Honda Civic,"The Cratez, Bonez MC",0WFgtxiLNr99YaoSdYR3Ud,2
445,hotline (edit),Billie Eilish,0WFryfbNKPXVtVQlz5dZ8H,2
446,Made For Me,Muni Long,0WIv5qV41y6YjjB9V1biuC,0
447,Praise God,Kanye West,0WSEq9Ko4kFPt8yo3ICd6T,1
448,Can You Feel My Heart,Bring Me The Horizon,0WSa1sucoNRcEeULlZVQXj,1
449,What Lovers Do (feat. SZA),"Maroon 5, SZA",0WdGQhoAP2LBsqr5Jhit2g,0
450,everytime,Ariana Grande,0WdR2AyLW1Drd3OUdwezM0,0
451,SLUT ME OUT,NLE Choppa,0WoVfPjxsf9MTvPt9ptqeE,2
452,"Cash Out (feat. ScHoolboy Q, PARTYNEXTDOOR & D.R.A.M.)","Calvin Harris, ScHoolboy Q, PARTYNEXTDOOR, DRAM, Funk Wav",0Ws8D3EWUDgY962Xftb0h5,1
453,Calm Down (with Selena Gomez),"Rema, Selena Gomez",0WtM2NBVQNNJLh6scP13H8,1
454,A Different Way (with Lauv),"DJ Snake, Lauv",0Wv5wuenRLI3BcwgT3HPIP,0
455,Lucid Dreams,Juice WRLD,0X8DcetL926BYiPJYstJTc,1
456,My Mind & Me,Selena Gomez,0XER3HPMx223xWaAgNKp4Y,2
457,Fetish (feat. Gucci Mane),"Selena Gomez, Gucci Mane",0XLOf9LhyazPX9Ld8jPiUq,0
458,pete davidson,Ariana Grande,0XOnMqLQDO89iAg7dWWwnG,2
459,Speechless (Full),Naomi Scott,0XPsOSYzDJZJArevQNm2AR,0
460,Enemies (feat. DaBaby),"Post Malone, DaBaby",0Xek5rqai2jcOWCYWJfVCF,0
461,Instruction (feat. Demi Lovato & Stefflon Don),"Jax Jones, Demi Lovato, Stefflon Don",0XfOi87h82i09rQjWYG0Bm,2
462,Tú Me Dejaste De Querer,"C. Tangana, Niño de Elche, La Húngara",0XinBYhf1X3kdvKQHOX971,0
463,Party Girl (Remix),"StaySolidRocky, Lil Uzi Vert",0XkmeG97T4mtYlWRJcrxec,2
464,All Girls Are The Same,Juice WRLD,0XySogm94T51XF5F2jumXm,2
465,Familiar,"Liam Payne, J Balvin",0Y4hwUppbGc8aIBmiTz30A,0
466,Dedicate,Lil Wayne,0Y7di9ZCmB6Elad5WISaPc,0
467,On Time (with John Legend),"Metro Boomin, John Legend",0YFqKxV9uNu6LUeYkLOKRS,2
468,Shout Out to My Ex,Little Mix,0YHUITU3w6ws1v8ehT264g,1
469,My Only Wish (This Year),Britney Spears,0YWUHZPJVg4iujddsJDwhM,1
470,Say My Name,"David Guetta, Bebe Rexha, J Balvin",0YammaEkYSeo9vQYZ1OwS6,0
471,Leave Your Life,Ed Sheeran,0YbI9lWxUBsCJLb6EBydkr,1
472,Savior,"Kendrick Lamar, Baby Keem, Sam Dew",0YeUVm23SAkUruwEx9LWnt,1
473,Anxiety - Intro,Juice WRLD,0YevRlTDW9tyIwViCyke8Q,2
474,From Florida With Love,Drake,0YkUwXxnTkeJBvt5upeEtP,1
475,MATHEMATICAL DISRESPECT,Lil Mabu,0Ymjv0OJeIIPXr6s9wi3iW,2
476,MODO TURBO,"Luísa Sonza, Pabllo Vittar, Anitta",0YqTL3nSL36OFdHwHoqCag,2
477,Radio Ga Ga - Live Aid,Queen,0YwBZKT8JE4U5TwmYE9BV9,1
478,Saari Duniya Jalaa Denge,"Jaani, B Praak",0YxKKO272sacGBJKjf6FnB,0
479,7 Summers,Morgan Wallen,0Z0kNthq0sS4lvGz9SSlBF,0
480,Trigger,"Major Lazer, Khalid, Death Stranding: Timefall, Diplo",0Z26mbSHJ1dkUu7g9DDgif,0
481,Chasing Pavements,Adele,0Z5ok0QLLttAKsujOZYOXf,0
482,Two High,Moon Taxi,0Z9HQ8YvHqdeOjTwsR3cS7,0
483,Uh Huh,Julia Michaels,0ZExP2I5Ej92PsnG4G1jVG,0
484,out for the night,21 Savage,0ZKKJTv21zJpNrKiL0LYyV,2
485,"Whats Poppin (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix] - Bonus Track","Jack Harlow, Tory Lanez, DaBaby, Lil Wayne",0ZLuW8uOXdFNWcI40C0OC2,1
486,mirrorball,Taylor Swift,0ZNU020wNYvgW84iljPkPP,0
487,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)","YG, 2 Chainz, Big Sean, Nicki Minaj",0ZNrc4kNeQYD9koZ3KvCsy,1
488,Stargazing,"Kygo, Justin Jesso",0Zbbxnx4SGGHoIow4PpISP,1
489,Unforgettable,Thomas Rhett,0ZiRSqlSsDlY0UyDYU9CTE,2
490,Praise God,Kanye West,0Zm7NKJgoKY6ZWwtoEUILK,1
491,Driving Home for Christmas,Chris Rea,0ZoHHROTzwIYeNAHRPedTY,1
492,Mad Love,Mabel,0Zp10WiPeEi6EUJZvWcNT9,2
493,CHIAMAMI PER NOME,"Francesca Michielin, Fedez",0ZqHo6eTBHUcOVjZzPvftT,1
494,Don't Leave,"Snakehips, MØ",0Zx8khUcEfCFK2AEoIhC92,0
495,Princess Diana (with Nicki Minaj),"Ice Spice, Nicki Minaj",0ZxhtATQ0a6EvQNZ0z6NKV,0
496,Hype Boy,NewJeans,0a4MMyCrzT0En247IhqZbD,0
497,LOOOVE (feat. Kid Cudi),"Travis Scott, Kid Cudi",0a4SMs889NwP8oWI7Vemle,1
498,Tak Tiki Tak,Harry Nach,0aCTSZQTlmnjQucALTF00s,0
499,No soy Eterno,"Bizarrap, Milo j",0aPs3kmiqmt9QG7gWXdefA,2
500,Hate The Other Side (with Marshmello & The Kid Laroi),"Juice WRLD, Marshmello, The Kid LAROI, Polo G",0ada5XsQGLPUVbmTCkAP49,2
501,Galway Girl,Ed Sheeran,0afhq8XCExXpqazXczTSve,2
502,Merry Christmas,"Ed Sheeran, Elton John",0aoUM0zcu0kCX7Cv7O939I,0
503,Miss You (with Major Lazer & Tory Lanez),"Cashmere Cat, Major Lazer, Tory Lanez",0as7lPxkBPctZ7uVmchRNM,0
504,This Is What You Came For,"Calvin Harris, Rihanna",0azC730Exh71aQlOt9Zj3y,1
505,Rasputin,"Majestic, Boney M.",0b18g3G5spr4ZCkz7Y6Q0Q,0
506,Celebrate (feat. Travis Scott & Post Malone),"DJ Khaled, Travis Scott, Post Malone",0b6UoVjUzFyZNpHI0aAhKt,0
507,Star Treatment,Arctic Monkeys,0b93tWwuoAC0nXe1CfR30I,3
508,This Is America,Childish Gambino,0b9oOr2ZgvyQu88wzixux9,1
509,In My Feelings,Drake,0bAkKNCQfWkexHFn7fIKns,0
510,Sigue,"J Balvin, Ed Sheeran",0bBd6K5X4W7t9GyXcaVOA7,2
511,Don't Be Shy,"Tiësto, KAROL G",0bI7K9Becu2dtXK1Q3cZNB,2
512,"Alone, Pt. II","Alan Walker, Ava Max",0bMbDctzMmTyK2j74j3nF3,0
513,Tally,BLACKPINK,0bYVPJvXr8ACmw313cVvhB,0
514,All I Want for Christmas Is You,Mariah Carey,0bYg9bo50gSsH3LtXe2SQn,1
515,Awful Things,"Lil Peep, Lil Tracy",0bcEHhsuLRDm712CQHomdm,0
516,Photograph,J. Cole,0bhnUFDQFCEHCBlsQfHnj5,0
517,Yea Yea,Pop Smoke,0bjgQ24UZGwKikldIyEOgf,0
518,SKITZO (feat. Young Thug),"Travis Scott, Young Thug",0bkV1iQHSxBaksUqgEkcbc,3
519,25k jacket (feat. Lil Baby),"Gunna, Lil Baby",0boodYr1uIpSVmGSP65Fmk,2
520,Lover,Taylor Swift,0bzbvANY6oETSJLc0wlVGY,1
521,VALENTINO,24kGoldn,0c7K73roy6RW4ebDkf4yGh,0
522,"Zero - From the Original Motion Picture ""Ralph Breaks The Internet""",Imagine Dragons,0cDwUAF7yQrOLRcFfJpSc2,0
523,wherever u r (ft. V of BTS),"UMI, V",0cGpKQ8RxxLOFqhktEURIj,2
524,Doin' Time,Lana Del Rey,0cLS7FslBJgsuWwJNRnPWB,0
525,PRC,"Peso Pluma, Natanael Cano",0cNSq9T5l8gZnpY14rsTR2,0
526,Miénteme,"TINI, Maria Becerra",0cOa970mzTWAxKtltpkpLc,2
527,Anaranjado,"Jowell & Randy, J Balvin",0cRgJuB6TRtb5RZ2HkjSLh,0
528,Lil Boo Thang,Paul Russell,0cVyQfDyRnMJ0V3rjjdlU3,2
529,Dial Drunk,Noah Kahan,0caJ2wkqp4UmXBwdR2JvB5,0
530,Arose,Eminem,0chdEzeIcgfNYbWJBpgvzR,1
531,Shake It Off,Taylor Swift,0cqRj7pUJDkTCEsJkx8snD,0
532,The Nights,Avicii,0ct6r3EGTcMLPtrXHDvVjc,0
533,Ball If I Want To,DaBaby,0cu0rhnlCnJ7JIeHRiLpj3,2
534,Neymar,"Capital Bra, Ufo361",0d0d2CuQSQDF7Q7vNhwA3i,1
535,Eastside (with Halsey & Khalid),"benny blanco, Halsey, Khalid",0d2iYfpKoM0QCKvcLCkBao,0
536,Stay,"Zedd, Alessia Cara",0dA2Mk56wEzDgegdC6R17g,0
537,Hasta Que Salga el Sol,Ozuna,0dDboLfmRNsTBscy4j3Rnl,0
538,Bartier Cardi (feat. 21 Savage),"Cardi B, 21 Savage",0dIoGTQXDh1wVnhIiSyYEa,1
539,Tusa,"KAROL G, Nicki Minaj",0dKg2vGC1hFqcK5LGTaKzX,0
540,Cupido (feat. Quavo),"Sfera Ebbasta, Quavo",0dLToDou8YHYJpQltj3Ijy,0
541,Here With Me,d4vd,0dS2u2UFd88TIzDDaZDLvS,1
542,PICK IT UP (feat. A$AP Rocky),"Famous Dex, A$AP Rocky",0dSIrRkA4PadGll16TgbnV,0
543,Banana (feat. Shaggy) (DJ FLe Minisiren Remix),"Conkarah, Shaggy, DJ Fle",0dZpw3h6KZhcHec61qwevZ,0
544,Mona Lisa (feat. Kendrick Lamar),"Lil Wayne, Kendrick Lamar",0dbTQYW3Ad1FTzIA9t90E8,3
545,DARARI,TREASURE,0dcnrLo8s1rhjm8euGjI4n,1
546,Wake Up Alone,"The Chainsmokers, Jhené Aiko",0dj1CtyRxZ4bnIT4Q20jNT,0
547,Shotz Fired,Bonez MC,0dy5NFDnx5fuZvE8ZXEX35,0
548,Supercut,Lorde,0dyiHoYbYjYaOEXLpmzQZG,1
549,golden hour,JVKE,0e5UZadoZ5me957hKsxRYh,0
550,rockstar (feat. 21 Savage),"Post Malone, 21 Savage",0e7ipj03S05BNilyu5bRzt,0
551,THATS WHAT I WANT,Lil Nas X,0e8nrvls4Qqv5Rfa2UhqmO,2
552,Still With You,Jung Kook,0eFMbKCRw8KByXyWBw8WO7,1
553,New Freezer (feat. Kendrick Lamar),"Rich The Kid, Kendrick Lamar",0eHCArTPhwUxatY7cEXRiK,0
554,Surrender,Natalie Taylor,0ecC8p17cDNlxHXkuYqeR6,0
555,PAM,"Justin Quiles, Daddy Yankee, El Alfa",0eeKDrQxjqNl5bX5VCHDcn,0
556,Jamais Vu,BTS,0eeeyCAGnGZInPtpkdYiPa,1
557,Life Goes On,Oliver Tree,0eu4C55hL6x29mmeAjytzC,2
558,Normal,Eminem,0evt4UZbdhnHtcAnxkm6A1,1
559,GANG GANG (with Lil Wayne),"Polo G, Lil Wayne",0ezwvY7TkCwDEkKR49084k,0
560,Tinnitus (Wanna be a rock),TOMORROW X TOGETHER,0f0SbtoKGe41cX5LzlnX6X,2
561,Pretty Boy (feat. Lil Yachty),"Joji, Lil Yachty",0f1G5SHFoFC9lO03gHCGVS,2
562,Tá OK,"DENNIS, MC Kevin o Chris",0fABszUFNbNq9IW503Gj8v,2
563,So Good (& Metro Boomin),"Big Sean, Metro Boomin, Kash Doll",0fWBFDRTIuk8ZgNdZqhCer,1
564,N95,Kendrick Lamar,0fX4oNGBWO3dSGUZcVdVV2,0
565,Wow. - Remix,"Post Malone, Roddy Ricch, Tyga",0fcq51a3gOI6gPvzc0YLsk,2
566,LA CANCIÓN,"J Balvin, Bad Bunny",0fea68AdmYNygeTGI4RC18,1
567,Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),"Major Lazer, PARTYNEXTDOOR, Nicki Minaj",0fg8CqpjdojMyXLNzM2PaJ,0
